hip_shoulder_sep_deg,lead_knee_flexion_deg,drive_knee_flexion_deg,torso_lean_deg,shoulder_elbow_angle_deg,wrist_snap_range_deg,stance_width_ratio,release_height_ratio,label
34.86855845935796,27.76549796657525,61.7075299941926,2.533135656781507,91.11351627575691,20.652424449935445,1.5736537779165685,0.5089985597005064,1
35.346437908019645,31.344319593247242,63.632911040384016,1.3044637241815549,92.15974207612504,21.216162847478493,1.5656807639941908,0.5392147479074348,1
33.50893639873206,34.728760985737985,42.65941305223335,2.3930444043430192,97.55543720110725,19.99711935086301,1.514906458740298,0.5862207470160848,1
33.15991973038796,24.946088873234032,64.83556132668178,-4.929223478639194,98.60253740503984,25.273864666338547,1.4235293544567524,0.5164881833596582,1
42.46822130404839,24.84143504993117,40.18447146635752,0.1206031286065663,95.17269407052068,16.357380082090867,1.5973125259871845,0.46681216681219406,1
45.33164648737659,24.383377839596825,47.18565716759554,3.2835760555027633,94.20919316060082,22.39853772966442,1.4185466326749796,0.503049068044123,1
14.888879933520387,3.867033223063899,10.917390182219474,25.787887409343412,131.02239284470696,8.979185417703848,0.941886828101536,0.7776570768863226,0
32.16867813072541,24.52670975059905,51.61761661250725,0.24055385616043523,86.16365659490388,18.09485725286197,1.5746742299042213,0.5183430154215473,1
44.080690954239955,32.402583109342245,49.47772368246931,-4.823742245891092,97.29030238373929,17.70825198072024,1.5987542173123828,0.5018882420091585,1
47.430254777343485,33.00164014739096,64.27881179568834,-2.868472212122862,97.08979880986973,16.97852047583866,1.5527455246011312,0.5122904276587074,1
3.260080264799336,9.443442086181738,9.289006919294273,29.79920453413817,131.87340677300668,3.7437487696895086,0.8662503035035707,0.816587414603646,0
37.559525180642154,32.29435964336837,56.05861515678584,3.998754634117015,85.68958303080903,22.404991330531416,1.5117584182074155,0.5081147248109525,1
44.9167419318786,22.678578041119025,63.78175803367651,1.3255557490341996,96.72561476866667,27.300856990781753,1.362249076315702,0.4936725074134809,1
44.36747096936071,22.737038568925968,41.66548214328431,-0.26782999886646586,93.61608286421237,28.09054376701515,1.3594604400475165,0.46919488782036434,1
